date,time,user_name,text,link,retweet_counts,favorite_counts
2019-10-19,23:55:31,alstj0405,퀸덤해서 소녀시대 원더걸스 카라 투애니원 티아라 불러라 ;;;;;; ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://twitter.com/alstj0405/status/1185706073195343872,0,0
2019-10-19,23:47:46,Doooown,이번 화 퀸덤에서 이 말이 콕 박혔다. 분노를 표현하는 걸그룹. 너무 좋아서 말이 안 나왔음 ,https://twitter.com/Doooown/status/1185704120847486976,0,0
2019-10-19,23:47:28,0921tmddus0921,퀸덤 ㄹㅇ 대유잼이다ㅜ,https://twitter.com/0921tmddus0921/status/1185704045568245760,0,0
2019-10-19,23:47:22,diodiobaby,[MPD직캠] 에이오에이 지민 직캠 4K 'T4SA+Puss' (JIMIN FanCam) | @퀸덤_2019.10.17 https://youtu.be/SOhayfdtSZI 来自 @YouTube,https://twitter.com/diodiobaby/status/1185704019420823552,0,0
2019-10-19,23:34:58,W_finale619,"[VOTE NOW]컴백 전쟁 퀸덤&gt; 최종 1위는 누구? 최애돌에게 투표하고, Final 경연 보러가자! ",https://twitter.com/W_finale619/status/1185700898455973889,1,1
2019-10-19,23:34:36,foodymonc,"퀸덤 잘 되는데 킹덤을 왜 해? 퀸덤 2, 3, 4 등등이나 만들어. 뭘 모르는 엠넷.",https://twitter.com/foodymonc/status/1185700809599664128,0,0
2019-10-19,23:23:33,KUSOLIFE_ATMKD,다단계 비유 완전 찰떡이잔아요 ㅋㅋㅋ ㅋ ㅋㅋㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋ ㅁㅏ저ㅁㅈ 우기... 목소리 중저음인거 넘 발리는것갓아요 저는 수진 표정연기 보고 유튜브 직캠보다 감겨서 예능보고 머이것저것... 결국 진자 말쓴하신것처럼 다단계녀 되어버렷으며 ㅋㅋㅋㅋ ㅠㅠ 걍...퀸덤 여돌맛집.. ,https://twitter.com/KUSOLIFE_ATMKD/status/1185698025466814464,0,0
2019-10-19,23:19:17,KUSOLIFE_ATMKD,ㅋ ㅋㅋ ㅋ저도요 시간 날때마다 아이들 유튜브 돌려봄... 퀸덤 ㄹㅇ 대단하내요 덕몰이 제대로하는듯한....,https://twitter.com/KUSOLIFE_ATMKD/status/1185696954413535233,0,0
2019-10-19,23:18:19,qorrrn109,퀸덤 - 아이들(G)I-DLE 3차 경연 싫다고 말해 민니/우기 ,https://twitter.com/qorrrn109/status/1185696707914256385,53,93
2019-10-19,22:59:48,wikitree,완전 푹 빠졌어ㅠㅠ http://i.wik.im/471679 #수진 #여자아이들 #퀸덤,https://twitter.com/wikitree/status/1185692050940817409,94,297
