date,time,user_name,text,link,retweet_counts,favorite_counts
2019-09-07,23:55:45,illwisher,퀸덤 보니 여기도 화학식 펜라를 꺾는구나,https://twitter.com/illwisher/status/1170485839844888578,0,0
2019-09-07,23:11:35,pwnpeach,[ENG sub] [1회] ♬ 데칼코마니 - 마마무 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 1화 https://youtu.be/1hJMSFIH7Cs via @YouTube,https://twitter.com/pwnpeach/status/1170474723110600704,0,0
2019-09-07,23:08:17,suho_rabbit,퀸덤 진행 방식이나 편집은 진짜 거지같고 맘에 들지 않지만 뭔가 걸그룹 무대를 이렇게나 다양하게 예쁘게 멋지게 볼 수 있는거 너무 좋다ㅠ 멋있엉ㅠ 다 예쁘고 다 멋있고 솔직히 저 프로그램에 나간다는 자체가 걸그룹에서 이미 상위권이라는 뜻인데 순위가 무슨 의미야ㅠ,https://twitter.com/suho_rabbit/status/1170473894500884491,0,0
2019-09-07,22:39:56,thechativy,"잠시후 7:50에 #Mnet 에서 #퀸덤 이 합니다. 사람들이 있고, TV가 있고, 맥주만 있으면.. ""퀸덤"" 오픈커뮤 입니다. ",https://twitter.com/thechativy/status/1170466759612096512,0,0
2019-09-07,22:26:40,Maple_BTS,퀸덤 보고는 있는데 이미 1차경연이 히트곡대결이란 지점부터 좀 병신같음 히트곡이 있는 그룹들 굳이 데려다 경연시킬 건 또 뭔지,https://twitter.com/Maple_BTS/status/1170463419830394880,0,0
2019-09-07,22:17:50,deniseaasilva,[ENG sub] [2회] ♬ 짧은 치마 - AOA @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 ,https://twitter.com/deniseaasilva/status/1170461198543917056,0,0
2019-09-07,22:09:23,chocobbell,[ENG sub] [2회] ♬ LATATA - (여자)아이들 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/Knz0j_G7lKg ผ่าน @YouTube,https://twitter.com/chocobbell/status/1170459070504923136,0,0
2019-09-07,22:08:40,chocobbell,[ENG sub] [2회] ♬ 비밀정원 - 오마이걸 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/H8VFoeJPd9g ผ่าน @YouTube,https://twitter.com/chocobbell/status/1170458892775514112,0,0
2019-09-07,22:06:04,chocobbell,[ENG sub] [2회] ♬ Ah-Choo - 러블리즈 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 2화 https://youtu.be/0Fck5KqihEw ผ่าน @YouTube,https://twitter.com/chocobbell/status/1170458236589199361,0,0
2019-09-07,21:59:43,deniseaasilva,[ENG sub] [1회] ♬ 데칼코마니 - 마마무 @1차 경연ㅣ히트곡 대결 컴백전쟁 : 퀸덤 1화 ,https://twitter.com/deniseaasilva/status/1170456640195387392,0,0
